userID,bookID,prediction
u95048695,b80407575
u66251142,b30226894
u68956956,b48660225
u02974154,b34602192
u47086253,b38073902
u23643576,b78023652
u98148124,b53952620
u90837212,b84157934
u20187743,b25129948
u66649907,b16951106
u53501501,b65933493
u47744768,b95534698
u42979077,b05436549
u70649461,b91148045
u47010714,b81916252
u66824172,b48133948
u17218665,b11764474
u11469313,b74013993
u74927740,b00592063
u11768666,b70255757
u93844763,b19591103
u90427837,b66321041
u49707154,b91067369
u66591428,b12437675
u06116124,b80007322
u81328196,b95534698
u42508578,b96945448
u81580954,b87955047
u31968749,b61364836
u32475180,b85682636
u16471833,b04333186
u56688177,b84936267
u85445332,b22396394
u71138047,b74375289
u70563391,b95519692
u24392503,b80874141
u21477134,b00731122
u92936584,b60679981
u55011167,b41854097
u44866939,b87319685
u35346390,b02558366
u29763454,b87224232
u34874736,b73337480
u91803112,b94918512
u95677387,b87553471
u82705116,b24516651
u43877046,b33257343
u39795915,b31970780
u88641541,b50550215
u56255244,b14854932
u05640498,b47698636
u70077318,b45316174
u89357972,b51945596
u05839988,b14742885
u35946158,b30933382
u18090049,b58153631
u27215593,b98222875
u77802344,b23603875
u86099863,b35258807
u55388066,b38214374
u49339530,b54625646
u12712361,b05357861
u77573478,b72734024
u36336986,b69890883
u73534048,b06186221
u93901479,b08706450
u79011993,b23149721
u10528655,b85506110
u83184279,b23603875
u15826983,b94930284
u68730123,b78124419
u33033734,b80950478
u68015534,b74651630
u41371406,b77062023
u76785169,b57810416
u73210623,b45198519
u45508397,b64178140
u20554900,b40572941
u45033856,b13258802
u46671161,b03698786
u98325621,b68063109
u04193588,b08458954
u71954447,b90951098
u35020887,b95963013
u88643175,b01202018
u97025960,b17526792
u96216666,b57810416
u90636904,b52964386
u71334116,b33627586
u17029139,b22347248
u26326352,b87903652
u84072386,b30871595
u56114631,b77213103
u21194757,b19575235
u06606653,b39151472
u23823856,b86161915
u07726646,b98804814
u00345612,b50390352
u62140551,b59572020
u94500239,b07695178
u55805398,b98401938
u64791477,b38190109
u50807485,b15729891
u96263487,b29853813
u63747389,b62960596
u78270193,b67376351
u22842154,b35412365
u27858121,b61837143
u88942146,b49201958
u03743344,b46148034
u19822267,b92950119
u66852867,b17301770
u15178257,b26364720
u35038721,b33968198
u24900598,b32576028
u38519451,b83826103
u62939515,b05288241
u39067177,b78391921
u96936044,b64804466
u91316171,b58029251
u79194789,b87902461
u42998961,b49906989
u24407459,b26645495
u72457932,b02444608
u36173995,b13856177
u55469272,b95797864
u80279008,b28098532
u22714465,b91334339
u00910078,b69571703
u43834241,b59347627
u70405511,b85605819
u25204485,b43418609
u73004350,b72855274
u13647595,b99329496
u44444667,b63115566
u86984056,b67467715
u46402847,b15729891
u10552907,b71942145
u69699010,b80380188
u22067998,b54956614
u09855758,b55315339
u29613603,b75104752
u43322368,b91328903
u74810017,b64419380
u63829323,b48034911
u21525901,b25756257
u98858965,b52253489
u25838094,b89365853
u91098565,b86053021
u96146151,b22134758
u55293727,b99987565
u22028620,b05025304
u84458626,b69660699
u79811413,b52785935
u30204084,b21592741
u22105217,b99189443
u83073585,b76796954
u66576740,b11225717
u01164730,b95483876
u32555396,b80487985
u16233390,b79506035
u66887312,b88407598
u58665170,b12530352
u83009202,b40860202
u38318608,b56590143
u17413627,b28107423
u59677107,b58612097
u21398154,b88236581
u30395630,b09022405
u99075553,b28837801
u22926228,b83577593
u68209081,b54643661
u20754736,b69901173
u86482961,b02671104
u42426524,b73482125
u30660791,b29960617
u13481456,b36149417
u51656083,b76558852
u48469525,b93223972
u69921658,b28684925
u75008348,b80380188
u25559884,b69655340
u63565515,b15480437
u92885444,b67553905
u96745788,b31631333
u52929935,b71840549
u57510363,b71097869
u01680159,b85312375
u18245383,b17603027
u85541362,b26974079
u64879130,b54505846
u79739852,b70322971
u23967326,b34817039
u51660810,b36362989
u93952353,b97564684
u38318608,b76763098
u42353388,b21905595
u92211614,b27369967
u57395223,b14784753
u87852449,b89739164
u66239817,b11929786
u89714958,b71000656
u50028317,b90999476
u53939354,b90319078
u95061551,b72022222
u54202773,b58668306
u69492554,b67462195
u28355989,b20574020
u54019443,b23836615
u15675568,b88867333
u80793755,b59649550
u73326993,b39549715
u10843609,b87100204
u49319783,b02184817
u32414698,b24385630
u21419200,b93679204
u28275178,b21454436
u90987883,b93236670
u49935789,b77297808
u93011512,b63377816
u69665332,b42348418
u40414850,b38237090
u48913637,b19539826
u18688721,b87253935
u06725417,b76504829
u86439293,b44052794
u15026666,b63962796
u48258011,b49764913
u19879579,b48783819
u61045179,b80407575
u80976672,b00789855
u10856256,b32165272
u54426579,b13689019
u59574292,b45146512
u14121149,b13856177
u12039998,b89740973
u57237752,b35155656
u02165955,b11195772
u54807716,b04331066
u44778241,b56508122
u14649956,b65668825
u34026989,b54950309
u60960369,b33892919
u76268408,b84067954
u51926222,b09434560
u08748965,b01661575
u37306592,b67311647
u88077807,b39002631
u49275365,b02845938
u64529710,b96175435
u23032057,b88464750
u39607000,b95483876
u23520674,b85157321
u90968799,b70322971
u99895133,b44128343
u65379143,b89350452
u71736754,b94837905
u05636854,b08897115
u68233291,b79375555
u22526722,b87223781
u01879644,b27356401
u51652859,b72186649
u19697617,b28575376
u25646823,b48660225
u31197956,b87855346
u38145030,b34300470
u92831462,b61588416
u13117537,b12295380
u30065164,b95483876
u09989933,b15729891
u84467734,b78189229
u53942068,b69036547
u08775432,b13520233
u66387171,b00201604
u00611014,b92445068
u61218678,b74035732
u37398616,b51416416
u30164880,b25549517
u09485850,b19931769
u95750711,b84076842
u75142752,b28424073
u18090049,b04038658
u02808978,b00192912
u64529710,b61302711
u08264737,b07085085
u04892796,b01373140
u10445993,b91461384
u65550195,b49336528
u41635612,b18222723
u44368623,b47091059
u44396189,b29420996
u13518192,b12882704
u13590395,b66861808
u64566959,b88074029
u33783180,b56326590
u73558777,b21072662
u19905862,b22978099
u10445993,b33464434
u48373236,b30930116
u52763613,b96484612
u68081392,b25945549
u24882333,b74270504
u20702874,b44455793
u05393125,b94568481
u55110558,b61859663
u68094750,b23765917
u48697781,b24044994
u84698534,b77691803
u24967243,b52635939
u28888396,b42103754
u29957805,b15788132
u75712422,b04068325
u05831445,b08365948
u23070218,b26989065
u90662991,b59839746
u57275426,b26900860
u80966286,b91270938
u41174830,b89990908
u55308576,b61112742
u03987316,b73137861
u25351102,b06203322
u72261713,b71014685
u60516311,b84234356
u45649734,b19644551
u93460730,b97902613
u24442472,b40915792
u24893248,b80874141
u63458025,b96129611
u77861862,b80407575
u41704789,b73811297
u39870088,b20013672
u71279805,b58955642
u10797583,b19975064
u57100138,b87997877
u17278273,b48929506
u41632848,b25129948
u87106205,b50425260
u23274425,b46056616
u53500224,b85367971
u06144556,b33892919
u74563455,b00159531
u73392920,b54269799
u50962331,b66515110
u57080716,b97493369
u55709061,b86370143
u38523328,b73186541
u30150703,b81359731
u87906820,b54950309
u90876391,b85200788
u02727862,b31119861
u64529710,b20749029
u64576578,b73753781
u30150703,b26548446
u28854569,b38865246
u28312919,b14231863
u68519581,b96804158
u07252527,b30499938
u53582401,b95483876
u37630373,b36675415
u84471210,b63971677
u14215932,b01044726
u79433820,b33857887
u25408556,b90286217
u78748720,b67971979
u58920014,b00938263
u83030792,b12636051
u58439350,b31910686
u00866577,b75663444
u37370478,b21394109
u53022818,b39335968
u86617764,b05184403
u25168544,b65810498
u05658415,b91314216
u07413587,b07874570
u38116960,b89340710
u94531621,b92950119
u79519031,b56596825
u24848288,b56139465
u83618621,b80617056
u86388229,b34939711
u27571206,b15308974
u63624976,b90554657
u40731132,b46164172
u59126267,b89739164
u82241137,b31119861
u05133116,b57850870
u56043464,b51416416
u78097484,b71466677
u47710573,b64117068
u40310646,b81343560
u59003858,b68524016
u28168075,b40385213
u32717750,b25350833
u16411908,b47252692
u06154399,b72801174
u39587006,b71725937
u09687673,b97900760
u26588457,b12750636
u41120830,b60390165
u04823015,b76504829
u94712791,b00592063
u49743113,b79191233
u49420034,b71515882
u77789462,b15978275
u99740026,b57077223
u31874374,b32929497
u39449980,b36717216
u01859845,b82971846
u40797347,b61212154
u65916875,b21394109
u08756941,b47371960
u99290853,b17025078
u50400957,b26123562
u20090110,b61198472
u97069879,b27008357
u76677275,b00852710
u88518601,b85087290
u13665263,b23317003
u79348792,b86890208
u85156086,b11766441
u84126808,b96804158
u54039585,b38774334
u49838121,b81646664
u39773632,b87224232
u81735376,b29630726
u44653574,b50233694
u35659182,b45204370
u67382437,b32961260
u96453289,b66527182
u60629406,b44768257
u57018691,b70988795
u67417212,b95519692
u01714600,b51703730
u80501434,b82543701
u61545347,b47113181
u67029433,b78124419
u73578672,b76146842
u35020887,b10585734
u78196485,b09596565
u72620023,b71406963
u74796774,b83945688
u72261713,b40575100
u92999780,b45226921
u20302556,b05646468
u79275642,b85634699
u79003879,b05387875
u65379143,b80430178
u95753336,b47790806
u46356904,b06661697
u71975135,b17512492
u23466721,b98360075
u83323900,b32318749
u21477134,b68037080
u59988789,b18032916
u54265467,b46174462
u49216600,b24642320
u50251333,b84740965
u07770582,b95483876
u46318061,b36586988
u51875268,b93250363
u77470399,b12882704
u86236157,b26123562
u80870893,b53256665
u60810141,b32109454
u16244588,b02494348
u30861530,b23347024
u39285096,b05184403
u81480443,b47889666
u23122377,b42203201
u95311081,b52470635
u18218247,b68051855
u98546533,b71725937
u42721558,b62639133
u78617951,b79146811
u01871751,b04851521
u00391691,b30502347
u57525644,b39687375
u63435572,b77255468
u83023838,b52174951
u46273465,b84584185
u02627219,b21469637
u04678746,b46118280
u15976094,b03355845
u95048695,b68476558
u08208866,b43457998
u62625825,b48063551
u78999465,b34867161
u04618385,b55539215
u88792530,b05635622
u44739610,b33554711
u92543369,b67553905
u69109119,b65671719
u39607000,b24809571
u44134722,b95519692
u88080805,b59347627
u80334475,b82755150
u56777839,b97300327
u66601794,b30205554
u63460392,b30866344
u08474309,b23720105
u62793639,b47633869
u57588943,b56307958
u49513112,b65538659
u68785071,b23668094
u96130893,b05209726
u88601243,b33968321
u69556636,b10462017
u33494662,b76919813
u62244793,b53097330
u16471833,b03924439
u32332899,b82971846
u44739610,b56008757
u06978204,b84234356
u20967263,b99575448
u35656157,b34602192
u87602621,b40813518
u69451904,b01794310
u46273536,b70126202
u60960369,b10585734
u23971369,b49087833
u17633176,b38603002
u58715931,b75578808
u34852427,b69915924
u61543854,b25350833
u87642516,b44348436
u03382397,b81291589
u98967676,b68550363
u99607978,b28404351
u91780493,b65572147
u92215217,b70730831
u81132994,b11813485
u67258997,b69919911
u47750295,b71840549
u93828119,b48670437
u14567506,b18352787
u00365997,b20605983
u83556570,b23149721
u49819375,b44242455
u15815520,b51756139
u21125511,b33257343
u28089913,b28178141
u60569167,b83966223
u34755232,b72483529
u05776404,b62633636
u89406599,b57646752
u89020043,b25982961
u47639373,b60336915
u45658066,b68987424
u92737598,b13841743
u90963346,b02703324
u71138047,b22694883
u59783104,b72749048
u65561046,b46174462
u27031789,b09756795
u49838121,b66518727
u34434011,b68892109
u96869763,b33402220
u13325082,b44918965
u15443217,b09881661
u04567960,b87511296
u17793734,b61274071
u90506610,b34032936
u54932602,b97095234
u95715258,b52859609
u87136834,b03755996
u18009542,b83968889
u48728851,b84476867
u73509228,b19884174
u55717446,b12708755
u40411295,b71795419
u43879019,b76116518
u64224530,b77657587
u01048491,b65888554
u73871498,b81545339
u09038802,b51080606
u83184492,b68328019
u13104823,b32758241
u01901023,b13841743
u68567154,b85200788
u84566452,b34170097
u29901145,b80205398
u37585816,b63235259
u66973748,b85897452
u26281343,b32689797
u00519067,b79727330
u12557778,b56237863
u57314722,b84816007
u73534048,b01481210
u41120830,b26143181
u83568438,b27846689
u73314182,b20022732
u39336192,b69798435
u18685481,b89163374
u94736582,b87855346
u35584939,b13243112
u68521786,b13034223
u34387341,b58045324
u32311610,b56787666
u48485125,b50654566
u03418373,b97375311
u93450534,b33243827
u29026676,b70494097
u02782430,b92186351
u61262803,b61909114
u68567154,b96804158
u34043360,b11227185
u20718952,b17382205
u78748720,b61948139
u41463556,b38949777
u54520873,b97973291
u74575372,b14590389
u36542104,b34630075
u79191465,b11195772
u96427667,b96389922
u18453208,b97095234
u84126808,b98204089
u95970880,b55488795
u27161716,b50051268
u87416737,b24860780
u65891811,b87047486
u11350173,b52690052
u78511411,b04798566
u13315416,b43169036
u42287293,b76966761
u20421166,b49528341
u54272341,b00922666
u06771467,b58456266
u48652200,b65288170
u65576428,b78023652
u00238130,b28674184
u50889792,b11225717
u74064482,b57797537
u19842505,b84062981
u24360875,b02328827
u43322368,b64970267
u99142095,b03563512
u79333896,b28404351
u51658612,b27296782
u94888914,b47971408
u99899897,b39839172
u04844989,b55262566
u44165109,b51173598
u47626352,b16420855
u34223505,b56288571
u50400957,b84157934
u79519031,b27008357
u30805183,b50269606
u42870026,b72657544
u34497355,b19710202
u66867357,b96888466
u45855231,b18754116
u98975515,b22989560
u16732033,b40385213
u46634977,b51752826
u81007840,b17858813
u20077529,b51944772
u31657691,b99575448
u19113405,b70978579
u89316438,b44474740
u53563365,b01857002
u13127720,b96819283
u39475127,b85157321
u38076794,b72522965
u31733718,b82454363
u14761936,b30451329
u77815028,b57646752
u46516510,b98747374
u51656083,b61364836
u43259608,b91642401
u76222522,b39855767
u70097633,b92107130
u80866598,b31208511
u23259750,b72749048
u55032222,b00285044
u64038883,b52859609
u68369585,b67376351
u20620192,b47884937
u98511303,b81969061
u99735847,b23378419
u55558879,b45909418
u76260573,b80463730
u51746236,b67653683
u81120565,b08838697
u34812679,b61247964
u50619591,b00382264
u08237233,b94930284
u74676046,b69949420
u03286751,b81741213
u79497685,b57810416
u60428170,b11934203
u27858121,b47104444
u30470882,b06258462
u08497911,b15354079
u70934922,b25394185
u66205897,b80463730
u28696029,b05659793
u81998882,b69798435
u30974104,b68514944
u47007166,b24376185
u45444795,b11764474
u35659182,b50110909
u26046796,b27008357
u48673875,b31853034
u30151195,b07749292
u73263756,b08838697
u47626839,b70971229
u80286924,b27225696
u84396333,b49325509
u96296457,b02522333
u99962425,b54643661
u18890564,b39335968
u29381890,b17512492
u37425280,b11445284
u37823586,b20605983
u22175597,b11010472
u39314710,b58549702
u98377337,b97539358
u18603599,b85698297
u32514025,b47591890
u23612917,b49631335
u34341978,b02375514
u12880534,b70695258
u82218787,b38198191
u52259596,b33022250
u23530635,b28467705
u44941560,b39234188
u27425677,b01122047
u47893517,b57514171
u30512291,b36362989
u89330886,b09483571
u63334528,b38949777
u99422631,b01624394
u68029177,b01373140
u18870018,b19575235
u25569577,b10031116
u25607136,b25072565
u40641091,b52157081
u36257980,b86876173
u55267381,b48099660
u22137811,b28321487
u91199095,b82467841
u54039455,b71350009
u81250636,b51876886
u27165841,b83382811
u75537993,b79590888
u23275448,b04886229
u97200327,b99220933
u20702910,b97914359
u88381285,b87056748
u63312783,b14456610
u79555316,b61678015
u82658731,b71840549
u92936584,b25191513
u93801263,b71046577
u85898081,b96521177
u50346285,b87764679
u79814693,b31179206
u62064248,b92720634
u16504944,b92469721
u33977432,b94445540
u38975588,b48893806
u92831462,b26974079
u56564860,b19062444
u84564124,b30815751
u44011359,b73337480
u64918648,b26296448
u51673132,b49242556
u79348792,b36431820
u42779243,b14157760
u83929457,b69580917
u03831947,b12708755
u95677812,b45590693
u54874275,b09892895
u51359241,b58037959
u89968539,b94865954
u05265776,b80742928
u39476334,b34032936
u12167939,b51476703
u33596417,b38703825
u69647125,b38571060
u16452105,b12263396
u20059243,b68894342
u28489870,b70827503
u95013134,b33892919
u98686554,b44553593
u80085497,b79933181
u74981204,b50161188
u79710697,b42015692
u30253576,b91632873
u50247070,b08130013
u52293379,b19379568
u42047344,b69310324
u24768713,b05321372
u82688510,b67467715
u73091563,b45653283
u12880534,b68476558
u33774293,b93618308
u74443953,b19525351
u48597219,b06023117
u83623692,b76571862
u88006682,b21413339
u14111254,b11397388
u11688302,b57810416
u42621125,b87810678
u33378026,b32584275
u01139498,b67301037
u47729596,b44768257
u32413266,b87224232
u28731131,b85875861
u92247086,b82218065
u84615298,b30059072
u49682781,b84226882
u97159398,b45902444
u10474968,b06347850
u38116960,b30299027
u79323363,b64902671
u55544521,b37181536
u35923242,b63922074
u29407651,b65162091
u23138085,b40916274
u48380826,b63840483
u70202044,b66504303
u33911524,b51752826
u45508397,b89620765
u93828119,b31818443
u57979697,b73889554
u64946260,b35783658
u55242327,b97047410
u47287073,b59263316
u42533359,b70322971
u57889518,b88480433
u34417339,b07203379
u63773878,b24044994
u45670923,b29987312
u81139434,b42088719
u31988525,b37535354
u15226881,b58325368
u43553363,b13949337
u32187075,b95338944
u05455203,b63843209
u32604316,b63517232
u85635706,b00310513
u00365997,b72291563
u63995172,b50306450
u40624630,b37486794
u98875415,b03915428
u75008348,b27554133
u30933317,b59120611
u82496442,b83539271
u50962331,b49125851
u52179076,b60580488
u51424576,b97171513
u13337953,b59018207
u91780493,b46123223
u39452263,b51771477
