userID,bookID,prediction
u11538900,b07888199
u70034510,b43077175
u21930711,b66504303
u52763613,b30502347
u40868417,b63475236
u28820742,b71406963
u02927188,b57535603
u95961748,b05667519
u55942788,b10031116
u36637667,b80742928
u34537936,b88818591
u84326991,b47107147
u96384403,b11195772
u96384403,b01806203
u27062178,b03915428
u21500696,b94062086
u86846800,b57887702
u11620031,b96541168
u22133042,b49250112
u24590890,b06347850
u72897170,b66345658
u08675493,b55678824
u78556685,b53437553
u04274617,b29789801
u96104729,b08736035
u03547044,b70322971
u74761629,b20867750
u94204936,b63692833
u03007693,b81741213
u78233202,b34032936
u46351761,b49528341
u66423530,b70710894
u82770013,b05184403
u97963809,b93645832
u19335278,b71487354
u31924324,b76530620
u01879214,b66358248
u62649574,b92264638
u39495389,b65810498
u67250221,b14854557
u94423436,b93645832
u06452690,b55629939
u75974692,b66871833
u84967611,b02614173
u81848277,b69429737
u44607028,b90249613
u44573413,b33454247
u86219454,b85057528
u07964779,b59347627
u48240595,b38237090
u87172325,b60886127
u23534921,b86053021
u60333126,b49528341
u91500142,b88647537
u47756209,b96128889
u19219239,b73801617
u73820748,b24871961
u32376662,b22347248
u90718614,b84234356
u64542861,b44553593
u57354115,b08736035
u46422603,b43457998
u29198990,b51476703
u89521221,b88130278
u88053920,b88823041
u58192625,b46139196
u13746728,b55203220
u80196487,b75532352
u66503847,b26133604
u07960039,b71706518
u12906586,b44476257
u43156827,b82180436
u99285803,b56758832
u77046302,b54741822
u28821674,b68476558
u52885754,b63576221
u54520873,b82081815
u98479079,b20605983
u98431278,b17858813
u61586324,b58549702
u46262978,b29978297
u77573478,b11864454
u14310876,b57396106
u97539334,b89163374
u13155067,b92469721
u33721350,b70886093
u26248401,b59010163
u82918561,b73733954
u19317566,b70886093
u19444044,b94142630
u27103486,b94365719
u64073450,b45146512
u88935999,b48518680
u91902979,b44826207
u77023199,b84234356
u53116153,b05288241
u77257182,b47104444
u52766183,b95483876
u97581250,b33554711
u82918561,b04520299
u84881436,b27611497
u89651296,b71483879
u93572800,b43923033
u67809022,b07043879
u99990156,b61198472
u48233651,b35018560
u47024050,b66345658
u44334761,b75473063
u36318369,b81875514
u47717559,b63496238
u78518315,b49201958
u31009197,b01234509
u97499229,b02558366
u78854787,b13034223
u11238949,b08746938
u50485888,b02949899
u96333635,b10577741
u65743260,b80407575
u15793905,b65930385
u83635389,b25350833
u30304045,b69368390
u13633357,b17884892
u13174563,b72749048
u22434447,b51579390
u15511082,b26264633
u92591407,b58342807
u59491808,b72657544
u77046302,b75771254
u03382397,b76116518
u00729642,b51752826
u85877032,b05387875
u13957751,b81267128
u85202991,b94325914
u51840087,b67394741
u13702356,b06682421
u82872403,b64178140
u12318112,b21876884
u79337650,b15974203
u73586760,b10585734
u60641957,b57513073
u49833487,b31138197
u41956784,b58549702
u26078615,b56872966
u84411953,b67053356
u24408571,b16717329
u34370083,b86252145
u27270953,b87843774
u15633506,b11841234
u27306789,b28404351
u41385156,b42541549
u21268094,b34176018
u34826498,b07338879
u49423798,b47104444
u96581081,b75767524
u03450898,b39547841
u90120414,b80816973
u09839183,b40013458
u93627137,b69655340
u30148578,b85074821
u48542943,b67757186
u07115163,b88467138
u11565662,b50269606
u40321877,b52885493
u11914501,b21469637
u46549059,b44455793
u11216329,b08888303
u15204035,b14854557
u03808924,b57810416
u62981846,b23475455
u48730770,b27747029
u41244913,b52875290
u92862996,b86252145
u55781765,b23823141
u96187838,b76530620
u16732033,b25074688
u07154853,b55084308
u84369513,b48783819
u99365621,b93645832
u41982177,b00852710
u28141461,b88074029
u32756009,b23011989
u46765113,b32036465
u34465728,b46543712
u54781856,b39549715
u00282308,b03915428
u53023257,b42494679
u72901117,b17512492
u56853828,b07319418
u86327013,b05184403
u29958351,b32618030
u88148240,b38783997
u13678818,b88074029
u02212930,b63496238
u76135173,b63727648
u67616547,b34674687
u03582294,b20654761
u54518374,b87679322
u06263169,b05595429
u25311770,b31331358
u78067162,b15308222
u18452995,b88795125
u66861592,b36662051
u97899929,b34027661
u90263578,b44553593
u22154715,b66345658
u13527432,b57727168
u78826473,b33692719
u91203912,b58969852
u56913832,b95483876
u35233337,b78431384
u84430024,b83419839
u06833688,b57810416
u66322143,b57800284
u75239765,b29420996
u83921470,b24832848
u43209893,b21847001
u06536488,b18117157
u55457084,b16142257
u90379600,b17526792
u88962007,b05335788
u19992134,b63377816
u53905763,b66851465
u13167978,b49528341
u65723639,b55612594
u32570573,b97250533
u46400592,b17732099
u30152318,b53290659
u29292891,b88282064
u63531514,b00017631
u29180426,b48413448
u44033735,b93239672
u44605564,b54145760
u09892786,b68038362
u11301196,b65888554
u57683853,b04031641
u50295546,b67757186
u38318608,b56583724
u81795753,b99413621
u26152610,b13856177
u16343231,b26264633
u02368340,b17512492
u77751991,b70827503
u18570593,b80205398
u23609243,b66651817
u23250280,b23149721
u96490640,b47800941
u79441215,b11813485
u06596350,b50537051
u24307380,b26947765
u24766380,b02496364
u32533513,b23280595
u53929747,b54625646
u20904098,b53960255
u28434433,b03384649
u67255899,b16068282
u42235567,b43077175
u06079304,b89851681
u23192910,b60390165
u78997077,b47790806
u67471087,b71003044
u84889314,b87277305
u97530055,b29662042
u01025212,b92136590
u38053448,b90319078
u61645662,b93753064
u76411120,b13840585
u28279071,b77704001
u90633997,b34939711
u47126950,b05209726
u83128184,b06584896
u88720355,b17858813
u84692598,b72186649
u04778878,b30480948
u89287820,b00592063
u50023668,b78510086
u39480531,b75073740
u41465782,b88057067
u11943997,b59597806
u17718032,b14590389
u16815902,b91761655
u35208571,b54703448
u57769725,b76347589
u27694402,b89780411
u45117025,b59836522
u94708191,b83211054
u38318608,b03341787
u46736057,b48670437
u16065971,b59959672
u00857758,b70730831
u32170459,b19084271
u53102138,b42231426
u93468253,b68209374
u37013653,b48660225
u86782646,b55678824
u59806716,b38949777
u77012263,b91310197
u72881280,b92856381
u24424294,b53393493
u77472906,b33735859
u56129474,b80205398
u37006303,b32574563
u45910443,b33506410
u31770686,b39547841
u49921951,b05878569
u76876004,b97919421
u98715757,b46148034
u63341985,b85634699
u51664655,b16717329
u97320234,b75299058
u70187213,b04193044
u59415219,b80742104
u41582337,b05209726
u29958351,b88155649
u75602710,b03418966
u37208042,b33245119
u24745481,b22347248
u51718532,b46174462
u07343991,b38198191
u32170459,b63743504
u63629676,b51752826
u55840452,b58549702
u17263803,b44553593
u29380759,b78023652
u11499175,b10955523
u96539169,b70322971
u76549946,b42859471
u38324512,b84062981
u10006963,b19914003
u03903440,b84076842
u67616547,b11225717
u04619098,b23314824
u91227271,b73471285
u77737910,b27682980
u53769399,b32658816
u26602222,b58549702
u08767647,b11195772
u27166981,b20605983
u35478021,b70126202
u03810722,b20245077
u63734409,b44553593
u48115415,b80390260
u91878763,b32618030
u84336436,b95519692
u65396187,b51006317
u61614158,b68476558
u27305659,b02161222
u70059837,b16068282
u65396187,b38782054
u13493207,b50151753
u31748424,b09881661
u19535931,b70827503
u09653299,b35155656
u55770463,b59959672
u33551397,b92335954
u98374168,b36662051
u92021203,b11225717
u47281664,b33243827
u52935021,b22473199
u32868866,b57946752
u53312216,b80612508
u82549135,b69948484
u56179038,b65481463
u82938146,b29700011
u52476447,b34522539
u65573573,b18929421
u07408750,b62445625
u31129058,b28404351
u07363566,b16621369
u15201241,b22789795
u27408398,b15354079
u56081993,b51004387
u37622809,b89780411
u13520885,b44553593
u01139498,b47258677
u29338020,b78510086
u10300940,b02937995
u44815211,b38949777
u51690637,b46148034
u16750651,b54058501
u60322799,b14633839
u90778893,b08144956
u75462332,b49683329
u29906154,b01806203
u93458728,b93099714
u64636350,b37178837
u47470216,b06077214
u80991192,b17885469
u18249465,b72749048
u77754122,b05209726
u74822127,b00769915
u68136361,b89740973
u90876391,b59429905
u20355367,b61393144
u20431656,b24711277
u14122780,b33454247
u81264658,b91146041
u41542614,b55629939
u48125784,b66345658
u60613264,b72079391
u77789462,b38949777
u79115183,b19084271
u64786602,b95483876
u53425841,b49695798
u83966762,b62445625
u02927188,b25799441
u29081110,b93557041
u71679790,b30260877
u22366357,b54625646
u93446245,b52493153
u07363566,b77013518
u50778867,b28321487
u52971927,b07269332
u02772170,b74055787
u39566111,b32109454
u52191796,b37114775
u72959844,b16717329
u35294705,b61778533
u70331058,b80071887
u45453843,b01740517
u27206883,b65103234
u32375573,b14827150
u72752963,b35155791
u67643352,b69663712
u79519031,b56139465
u24349847,b01806203
u38318608,b58022695
u01707663,b69948484
u86887951,b43883297
u63706497,b23573445
u31700383,b47081923
u17007684,b00366117
u52851402,b54895158
u73691567,b21100135
u50581502,b22045310
u39479213,b80487985
u99887477,b32584275
u13205616,b99488736
u93291259,b75073740
u96753914,b94611919
u11126839,b10955523
u73314182,b49634533
u38968215,b28098532
u91342984,b11195772
u58433893,b55940643
u86476351,b69892307
u14064793,b72719923
u57020510,b78124419
u91598133,b13840585
u54978840,b85422910
u04267799,b00412997
u83127990,b68476558
u56773073,b91328903
u93044926,b20605983
u51213106,b50826263
u38328803,b80280525
u80526734,b80280525
u41120641,b87997877
u22645497,b28532200
u89944505,b33892919
u51556645,b05025304
u81419389,b80205398
u90507808,b80407575
u58738816,b98727428
u89165794,b37975820
u43852108,b18281034
u99887477,b76351007
u69610861,b44089169
u37256242,b62372998
u50527796,b13840585
u29799709,b84080527
u73558777,b78387229
u04019014,b95519692
u86264393,b54610954
u57967056,b55084308
u05249731,b25350833
u32865375,b34826266
u79421143,b51930653
u90885587,b76504829
u28237597,b27225696
u78268375,b76116518
u43213823,b87224232
u61837461,b63647680
u72950448,b84226882
u57174575,b98804814
u99104185,b66842439
u06679974,b43077175
u84817179,b39725802
u78692241,b85669891
u27654621,b26593480
u19454569,b88402447
u90980787,b51080606
u74901856,b03732227
u40004468,b67757186
u03949608,b95483876
u34670157,b62562905
u41691234,b44455793
u55963203,b54643661
u11169382,b54743508
u61216850,b98451971
u90548114,b99485216
u59679776,b43244973
u59986764,b11813485
u92079169,b06547200
u09457482,b64772735
u37890155,b99413621
u30898102,b75716520
u38769635,b34602192
u66406401,b86225011
u40695009,b68894342
u66702685,b47664111
u54532725,b68063109
u53497461,b10951162
u84126808,b61302711
u20964866,b51660332
u10146741,b46592077
u28414985,b85422910
u68035760,b85157321
u81840242,b16676337
u16772882,b66651817
u99580393,b44474740
u15523695,b93557041
u60194443,b35937909
u93014686,b48602303
u99330762,b28467705
u76577474,b54625646
u94495817,b17512492
u80971199,b31893168
u48501599,b24711277
u34440512,b98754258
u25878655,b33454247
u84103395,b15480437
u86386340,b28532200
u07782832,b84076842
u57973641,b34674687
u37015102,b34429616
u82574472,b43244973
u20206336,b71882828
u40382154,b73137861
u24459229,b58995347
u19059004,b42541549
u02683873,b67721825
u28362837,b28755023
u86885800,b77297808
u85326883,b25756257
u99934536,b39364863
u90633469,b86045488
u13923562,b25556111
u39020521,b55877991
u00348522,b37716668
u01947143,b31160914
u08311176,b57513073
u45155936,b51416416
u23569745,b59839746
u60296051,b28178141
u71783817,b17836245
u15725685,b74876897
u12317737,b57887702
u97720665,b24787200
u43590601,b50161188
u99642252,b62445625
u86817291,b47366211
u76319294,b87897127
u46709569,b21964631
u67453017,b85506110
u19579798,b73744307
u62346116,b41385722
u39336192,b64970267
u84252804,b37114775
u66983366,b52452124
u62832029,b33292367
u92227533,b89877062
u03435936,b00880720
u22270921,b86252145
u63212773,b70827503
u82150002,b26420301
u86368147,b40001754
u54951230,b92469721
u61266623,b20605983
u16772882,b47400853
u33869904,b86045488
u96196092,b90047338
u48573713,b41910440
u02682742,b09596565
u53404428,b80380188
u80041118,b62112545
u32261095,b12330869
u36382324,b95483876
u71895416,b37502599
u44370261,b71014685
u69198149,b28211285
u54412334,b05208686
u07497043,b51371347
u46133155,b01460273
u81088924,b16415924
u35566512,b64113462
u75050412,b10602040
u78620586,b68063109
u26557417,b77620919
u00087144,b73603340
u19920137,b49528341
u96623783,b13445812
u19134867,b78023652
u75977533,b78336376
u80595001,b52784796
u23170180,b11764474
u83435745,b05339449
u48329531,b55084308
u18864915,b15369492
u66823666,b54956614
u50827374,b49695798
u72577973,b99331031
u96136424,b62445625
u58250994,b57887702
u96745788,b94342827
u37882453,b90032889
u57490652,b05288241
u52509298,b17208305
u34445616,b78510086
u07366108,b30413632
u27909341,b70322971
u72427810,b76004258
u65987849,b58571177
u65358540,b93309247
u43741598,b89739164
u59301156,b65801303
u75654363,b42859471
u37190964,b45271117
u03286751,b34867161
u30508205,b28997299
u58881058,b51519047
u68730123,b75765563
u59888495,b09734064
u76699656,b42417554
u85815958,b56416268
u42353388,b87224232
u11878367,b27008357
u15375962,b64549800
u84353810,b11133578
u25395528,b21564827
u26036221,b69004991
u68349841,b45355544
u18371053,b88074029
u69461660,b07339336
u86041554,b64130684
u77937641,b71014685
u45033856,b26264633
u30002442,b78391921
u04823722,b24970833
u31705108,b06976199
u15870294,b75771254
u65403569,b35367251
u69461660,b22841805
u28065087,b86812971
u98803549,b62035358
u01842632,b63925189
u42507191,b21083707
u58731082,b86800284
u85467917,b23777223
u94803009,b49653573
u62823864,b49336528
u34421560,b02229774
u53786588,b17526792
u62143078,b49466012
u88240352,b52452124
u02879213,b19263540
u98816728,b14827150
u02284485,b68894342
u35283852,b08593026
u17382030,b22881848
u48023871,b58217036
u39577441,b32576028
u91252425,b59120611
u11229473,b88467138
u46787092,b68856469
u59187633,b21876884
u27145837,b00366117
u50912124,b81053289
u62064248,b71245647
u01909080,b65810498
u23539006,b71570283
u95207597,b63727602
u81706626,b48660225
u14014851,b66527182
u34228437,b00509764
u10337176,b55194417
u67744908,b93099714
u32317773,b21161299
u18272849,b68856469
u46409453,b68894342
u77376123,b63843209
u67089626,b46594220
u69980443,b85110508
u27128389,b63320928
u74575372,b56711747
u47424281,b38237090
u61452615,b34569269
u62832029,b01661575
u87063123,b40244517
u47196348,b24516651
u38930126,b11195772
u34295363,b95534698
u29440237,b04851521
u82499280,b29527302
u73621288,b75846997
u50771021,b53295336
u11199731,b91113888
u10980790,b62384010
u78118484,b29853813
u29953567,b14854932
u00506918,b47107147
u20126473,b94142630
u71400001,b47311260
u60859124,b09234115
u68633800,b01806203
u23654910,b48034911
u92547966,b93645832
u97805498,b03968248
u24638732,b12631791
u88053920,b88555733
u93072050,b29655227
u47893517,b40244517
u92940690,b76250878
u69295841,b72857500
u49672728,b70322971
u93486831,b57810416
u09208486,b83130424
u37082784,b05184403
u35307978,b22347248
u43436468,b76207735
u55963203,b48729675
u17633176,b13427551
u00668686,b84584185
u96785504,b33968198
u66105523,b27943112
u18400330,b27435998
u61809309,b88402447
u75726492,b33454247
u73432376,b42231426
u80673308,b34067919
u43406530,b33968198
u64669507,b80053023
u52513433,b46148034
u34151589,b10001514
u98466355,b38865246
u24270192,b00412997
u65570356,b70827503
u97872369,b76366614
u91493457,b69655340
u11588491,b78940450
u54412334,b70494097
u87251574,b50945328
u49529538,b01044726
u42050287,b54625646
u60960369,b37317894
u39768741,b68406603
u50088043,b16029809
u70173543,b32846002
u20002075,b44768257
u64545429,b88464750
u15934941,b99987565
u06392588,b64970267
u35219808,b64970267
u94402575,b05867858
u63364890,b44826207
u04924914,b17025078
u42640753,b89752621
u59502839,b01481210
u43128856,b06584896
u94021207,b70000668
u85792669,b29655227
u24457965,b89780411
u40840367,b66608448
u21959775,b04851521
u76027959,b52500372
u90323672,b58416096
u79881142,b08838697
u60200276,b47794421
u48834686,b87524249
u18153224,b84476867
u99670799,b17025078
u91420448,b07490126
u65521646,b76692116
u89871061,b48729675
u90714653,b40572941
u80196487,b40406089
u05922313,b32486801
u51825213,b57810416
u17105216,b22704509
u11728304,b55612594
u99554251,b32165272
u56791294,b96365792
u95612851,b01044726
u84926885,b81789267
u64810834,b79506035
u86776543,b50550215
u51886981,b71793104
u40642614,b43883297
u28486294,b02575262
u96044651,b83944826
u50671174,b53168818
u34225626,b70000668
u29016760,b10585734
u28596016,b90554657
u16732033,b83599837
u79666053,b73032856
u24478827,b17885469
u16385519,b29228700
u97809131,b21847001
u65132917,b76413650
u44992910,b84751960
u95345202,b00922666
u04257521,b13640562
u21525901,b21271059
u77573478,b59018207
u17757153,b03915428
u58509573,b82327601
u82033339,b16885775
u18112612,b87474481
u59044138,b46594220
u34843657,b02949899
u78976129,b12987070
u95961748,b26947765
u83403730,b93861326
u95686712,b14827150
u03013054,b84674467
u09110019,b61393144
u16918015,b57396106
u18552708,b76207735
u00994549,b38198191
u42648510,b11764474
u23379320,b14964123
u22128155,b85402852
u27292902,b32165272
u03090543,b89620765
u70002704,b33723137
u93721300,b84476867
u50877588,b33892919
u89765524,b97835600
u33701213,b32325384
u32332899,b27898050
u54092462,b29789801
u81537445,b59477148
u26795561,b33454247
u17809774,b84411080
u08842641,b95003185
u69602869,b66345658
u55281611,b52924309
u38176441,b14456610
u60681764,b47790806
u92740847,b46148034
u78734759,b18281034
u25471642,b88051189
u93215333,b88280673
u80320738,b80742104
u95202237,b46592077
